Source,Target
Chagaska,Graham O'Brien
Chagaska,Rakaya
Chagaska,Ryan Sinclair
Chagaska,Sonya Khan
Chagaska,Thirteenth Doctor
Chagaska,Tibo
Chagaska,Yasmin Khan
Chagaska,Zellin
Chameleon (humanoid),Ben Jackson
Chameleon (humanoid),Jamie McCrimmon
Chameleon (humanoid),Polly Wright
Chameleon (humanoid),Second Doctor
Chameleon (humanoid),The Director (The Faceless Ones)
Chancellor (The Three Doctors),First Doctor
Chancellor (The Three Doctors),Jo Grant
Chancellor (The Three Doctors),John Benton
Chancellor (The Three Doctors),Omega
Chancellor (The Three Doctors),Palmer (The Three Doctors)
Chancellor (The Three Doctors),President (The Three Doctors)
Chancellor (The Three Doctors),Second Doctor
Chancellor (The Three Doctors),The Brigadier
Chancellor (The Three Doctors),Third Doctor
Chancellor (The Three Doctors),Time Lord (The Three Doctors)
Chang Lee,Eighth Doctor
Chang Lee,Grace Holloway
Chang Lee,Seventh Doctor
Chang Lee,The Master
Channing,Auton
Channing,Liz Shaw
Channing,Nestene Consciousness
Channing,The Brigadier
Channing,Third Doctor
Charles Dickens,Gelth ambassador
Charles Dickens,Ninth Doctor
Charles Dickens,Rose Tyler
Charles Grover,Butler (Invasion of the Dinosaurs)
Charles Grover,Finch (Invasion of the Dinosaurs)
Charles Grover,John Benton
Charles Grover,Mike Yates
Charles Grover,Sarah Jane Smith
Charles Grover,The Brigadier
Charles Grover,Third Doctor
Charles Grover,Whitaker (Invasion of the Dinosaurs)
Charles Kettering,Arthur Linwood
Charles Kettering,Carol Bell
Charles Kettering,George Patrick Barnham
Charles Kettering,Harry Mailer
Charles Kettering,Jo Grant
Charles Kettering,John Benton
Charles Kettering,Keller Machine
Charles Kettering,Mike Yates
Charles Kettering,Roland Summers
Charles Kettering,The Brigadier
Charles Kettering,The Master
Charles Kettering,Third Doctor
Charlie Duffy,Graham O'Brien
Charlie Duffy,Ryan Sinclair
Charlie Duffy,Thirteenth Doctor
Charlie Duffy,Yasmin Khan
Cheetah Person,Ace
Cheetah Person,Kitling
Cheetah Person,Midge (Survival)
Cheetah Person,Seventh Doctor
Cheetah Person,The Master
Chela,Fifth Doctor
Chela,Mara
Chela,Nyssa
Chela,Tegan Jovanka
Cherub (The Smugglers),Ben Jackson
Cherub (The Smugglers),Edwards (The Smugglers)
Cherub (The Smugglers),First Doctor
Cherub (The Smugglers),Polly Wright
Cherub (The Smugglers),Samuel Pike
Chessene of the Franzine Grig,Jamie McCrimmon
Chessene of the Franzine Grig,Peri Brown
Chessene of the Franzine Grig,Shockeye of the Quawncing Grig
Chessene of the Franzine Grig,Sixth Doctor
Chessene of the Franzine Grig,Sontaran
Chief Caretaker,Kroagnon
Chief Caretaker,Melanie Bush
Chief Caretaker,Seventh Doctor
Chief Officer,Peri Brown
Chief Officer,Quillam
Chief Officer,Sil
Chief Officer,Sixth Doctor
Chief clown,Ace
Chief clown,Gods of Ragnarok
Chief clown,Mags (The Greatest Show in the Galaxy)
Chief clown,Seventh Doctor
Chloe Webber's father,Rose Tyler
Chloe Webber's father,Tenth Doctor
Chris Parsons,Chronotis
Chris Parsons,Clare Keightley
Chris Parsons,Eighth Doctor
Chris Parsons,K9 Mark II
Chris Parsons,Romana II
Chris Parsons,Skagra
Christina de Souza,Erisa Magambo
Christina de Souza,Stingray
Christina de Souza,Tenth Doctor
Chronotis,Chris Parsons
Chronotis,Clare Keightley
Chronotis,Eighth Doctor
Chronotis,K9 Mark II
Chronotis,Romana II
Chronotis,Skagra
City Administrator (The Sensorites),Barbara Wright
City Administrator (The Sensorites),Commander (The Sensorites)
City Administrator (The Sensorites),First Doctor
City Administrator (The Sensorites),Ian Chesterton
City Administrator (The Sensorites),Susan Foreman
Clara Oswald,Alistair Gordon Lethbridge-Stewart
Clara Oswald,Amy Pond
Clara Oswald,Angie Maitland
Clara Oswald,Archibald Hamish Lethbridge-Stewart
Clara Oswald,Artie Maitland
Clara Oswald,Ashildr
Clara Oswald,Barnable
Clara Oswald,Bill Potts
Clara Oswald,Boneless
Clara Oswald,Bonnie (The Zygon Invasion)
Clara Oswald,Courtney Woods
Clara Oswald,Cyberman
Clara Oswald,Cybermen
Clara Oswald,Dalek
Clara Oswald,Dalek Fleet
Clara Oswald,Daleks
Clara Oswald,Danny Pink
Clara Oswald,Davros
Clara Oswald,Dream crab
Clara Oswald,Eleventh Doctor
Clara Oswald,Elizabeth I
Clara Oswald,Ellie Oswald
Clara Oswald,First Doctor
Clara Oswald,Fisher King
Clara Oswald,Frank Armitage
Clara Oswald,Gagan Rassmussen
Clara Oswald,Ghost
Clara Oswald,Grand Marshall
Clara Oswald,Great Intelligence
Clara Oswald,Gus (Mummy on the Orient Express)
Clara Oswald,Half-Face Man
Clara Oswald,Handles
Clara Oswald,Journey Blue
Clara Oswald,Karabraxos
Clara Oswald,Kate Stewart
Clara Oswald,Kenossium
Clara Oswald,Leandro
Clara Oswald,Mire
Clara Oswald,Mister Sweet
Clara Oswald,Mr Clever
Clara Oswald,Nardole
Clara Oswald,Ohila
Clara Oswald,Paternoster Gang
Clara Oswald,Perkins (Mummy on the Orient Express)
Clara Oswald,Petronella Osgood
Clara Oswald,Psi
Clara Oswald,Rassilon
Clara Oswald,Rigsy
Clara Oswald,River Song
Clara Oswald,Robin Hood
Clara Oswald,Rory Williams
Clara Oswald,Rosemary Kizlet
Clara Oswald,Rusty (Into the Dalek)
Clara Oswald,Saibra
Clara Oswald,Sandman (Sleep No More)
Clara Oswald,Santa
Clara Oswald,Seb (The Caretaker)
Clara Oswald,Sheriff of Nottingham
Clara Oswald,Skaldak
Clara Oswald,Skovox Blitzer
Clara Oswald,Spider germ
Clara Oswald,Supreme Dalek (Victory of the Daleks)
Clara Oswald,Tasha Lem
Clara Oswald,Tenth Doctor
Clara Oswald,The Curator
Clara Oswald,The Master
Clara Oswald,The Moment
Clara Oswald,Thirteenth Doctor
Clara Oswald,Time zombie
Clara Oswald,Twelfth Doctor
Clara Oswald,War Doctor
Clara Oswald,Winifred Gillyflower
Clara Oswald,Zygon Kate Stewart
Clara Oswald,Zygon Osgood
Clara Oswald (The Bells of Saint John),Akhaten
Clara Oswald (The Bells of Saint John),Eleventh Doctor
Clara Oswald (The Bells of Saint John),Mummy (The Rings of Akhaten)
Clara Oswald (The Bells of Saint John),Vigil
Clare Keightley,Chris Parsons
Clare Keightley,Chronotis
Clare Keightley,Eighth Doctor
Clare Keightley,K9 Mark II
Clare Keightley,Romana II
Clare Keightley,Skagra
Clifford Jones,BOSS
Clifford Jones,Giant maggot
Clifford Jones,Jo Grant
Clifford Jones,John Benton
Clifford Jones,Mark Elgin
Clifford Jones,Mike Yates
Clifford Jones,Stevens
Clifford Jones,The Brigadier
Clifford Jones,Third Doctor
Clive Finch,Jackie Tyler
Clive Finch,Mickey Smith
Clive Finch,Nestene Consciousness
Clive Finch,Ninth Doctor
Clive Finch,Rose Tyler
Clive Jones,Florence Finnegan
Clive Jones,Francine Jones
Clive Jones,Jack Harkness
Clive Jones,Leo Jones
Clive Jones,Martha Jones
Clive Jones,Tenth Doctor
Clive Jones,The Master
Clive Jones,Tish Jones
Clockwork Droid,Control node (The Girl in the Fireplace)
Clockwork Droid,Jeanne-Antoinette Poisson
Clockwork Droid,Mickey Smith
Clockwork Droid,Rose Tyler
Clockwork Droid,Tenth Doctor
Cobb (The Doctor's Daughter),Donna Noble
Cobb (The Doctor's Daughter),Jenny (The Doctor's Daughter)
Cobb (The Doctor's Daughter),Martha Jones
Cobb (The Doctor's Daughter),Tenth Doctor
Cofelia,Donna Noble
Cofelia,Rose Tyler
Cofelia,Sylvia Noble
Cofelia,Tenth Doctor
Cofelia,Wilfred Mott
Collinson,Bruno Taltalian
Collinson,Carrington (The Ambassadors of Death)
Collinson,John Benton
Collinson,Liz Shaw
Collinson,Reegan
Collinson,The Brigadier
Collinson,Third Doctor
Commander,Fourth Doctor
Commander,Irongron
Commander,K9 Mark I
Commander,Leela
Commander,Linx
Commander,Sarah Jane Smith
Commander,Stor
Commander,The Brigadier
Commander,Third Doctor
Commander,Vardan
Commander (The Sensorites),Barbara Wright
Commander (The Sensorites),City Administrator (The Sensorites)
Commander (The Sensorites),First Doctor
Commander (The Sensorites),Ian Chesterton
Commander (The Sensorites),Susan Foreman
Control node (The Girl in the Fireplace),Clockwork Droid
Control node (The Girl in the Fireplace),Jeanne-Antoinette Poisson
Control node (The Girl in the Fireplace),Mickey Smith
Control node (The Girl in the Fireplace),Rose Tyler
Control node (The Girl in the Fireplace),Tenth Doctor
Copper (Voyage of the Damned),Alonso Frame
Copper (Voyage of the Damned),Astrid Peth
Copper (Voyage of the Damned),Heavenly Host
Copper (Voyage of the Damned),Max Capricorn
Copper (Voyage of the Damned),Tenth Doctor
Copper (Voyage of the Damned),Wilfred Mott
Courtney Woods,Clara Oswald
Courtney Woods,Danny Pink
Courtney Woods,Frank Armitage
Courtney Woods,Seb (The Caretaker)
Courtney Woods,Skovox Blitzer
Courtney Woods,Spider germ
Courtney Woods,The Master
Courtney Woods,Twelfth Doctor
Craig Owens,79B Aickman Road
Craig Owens,Amy Pond
Craig Owens,Cyberman (Mondas)
Craig Owens,Eleventh Doctor
Craig Owens,River Song
Craig Owens,Rory Williams
Craig Owens,Sophie (The Lodger)
Cult of Skaro,Martha Jones
Cult of Skaro,Tenth Doctor
Cutler (The Tenth Planet),Ben Jackson
Cutler (The Tenth Planet),CyberMondan
Cutler (The Tenth Planet),First Doctor
Cutler (The Tenth Planet),Polly Wright
Cutler (The Tenth Planet),Second Doctor
Cyber-Controller,Evelyn Smythe
Cyber-Controller,Sixth Doctor
Cyber-Controller (The Tomb of the Cybermen),Cyberman
Cyber-Controller (The Tomb of the Cybermen),Eric Klieg
Cyber-Controller (The Tomb of the Cybermen),Gustave Lytton
Cyber-Controller (The Tomb of the Cybermen),Jamie McCrimmon
Cyber-Controller (The Tomb of the Cybermen),Kaftan
Cyber-Controller (The Tomb of the Cybermen),Peri Brown
Cyber-Controller (The Tomb of the Cybermen),Peter Haydon
Cyber-Controller (The Tomb of the Cybermen),Second Doctor
Cyber-Controller (The Tomb of the Cybermen),Sixth Doctor
Cyber-Controller (The Tomb of the Cybermen),Victoria Waterfield
Cyber-Director,Alistair Gordon Lethbridge-Stewart
Cyber-Director,Isobel Watkins
Cyber-Director,Jack Tracy
Cyber-Director,Jamie McCrimmon
Cyber-Director,John Benton
Cyber-Director,Second Doctor
Cyber-Director,Tobias Vaughn
Cyber-Director,Zoe Heriot
Cyber-Leader (Earthshock),Adric
Cyber-Leader (Earthshock),Fifth Doctor
Cyber-Leader (Earthshock),Nyssa
Cyber-Leader (Earthshock),Tegan Jovanka
Cyber-Leader (Revenge of the Cybermen),Cyberman
Cyber-Leader (Revenge of the Cybermen),Fourth Doctor
Cyber-Leader (Revenge of the Cybermen),Harry Sullivan
Cyber-Leader (Revenge of the Cybermen),Kellman
Cyber-Leader (Revenge of the Cybermen),Sarah Jane Smith
Cyber-Leader (Revenge of the Cybermen),Vorus
Cyber-Leader (Silver Nemesis),Ace
Cyber-Leader (Silver Nemesis),De Flores
Cyber-Leader (Silver Nemesis),Peinforte
Cyber-Leader (Silver Nemesis),Seventh Doctor
Cyber-Leader One,Jackie Tyler
Cyber-Leader One,Mickey Smith
Cyber-Leader One,Rose Tyler
Cyber-Leader One,Tenth Doctor
Cyber-Leader One,Yvonne Hartman
Cyber-Planner (The Wheel in Space),Jamie McCrimmon
Cyber-Planner (The Wheel in Space),Second Doctor
Cyber-Planner (The Wheel in Space),Zoe Heriot
CyberMondan,Ben Jackson
CyberMondan,Bill Potts
CyberMondan,Cutler (The Tenth Planet)
CyberMondan,First Doctor
CyberMondan,Nardole
CyberMondan,Polly Wright
CyberMondan,Second Doctor
CyberMondan,The Master
CyberMondan,Twelfth Doctor
CyberTelosian,Ben Jackson
CyberTelosian,Jamie McCrimmon
CyberTelosian,Polly Wright
CyberTelosian,Second Doctor
Cyberman,Angie Maitland
Cyberman,Artie Maitland
Cyberman,Clara Oswald
Cyberman,Cyber-Controller (The Tomb of the Cybermen)
Cyberman,Cyber-Leader (Revenge of the Cybermen)
Cyberman,Eleventh Doctor
Cyberman,Eric Klieg
Cyberman,Fourth Doctor
Cyberman,Harry Sullivan
Cyberman,Jamie McCrimmon
Cyberman,John Lumic
Cyberman,Kaftan
Cyberman,Kellman
Cyberman,Mr Clever
Cyberman,Peter Haydon
Cyberman,Sarah Jane Smith
Cyberman,Second Doctor
Cyberman,Victoria Waterfield
Cyberman,Vorus
Cyberman (Mondas),Amy Pond
Cyberman (Mondas),Craig Owens
Cyberman (Mondas),Eleventh Doctor
Cyberman (Mondas),River Song
Cyberman (Mondas),Rory Williams
Cyberman (Mondas),Sophie (The Lodger)
Cyberman (Pete's World),Dalek
Cyberman (Pete's World),John Lumic
Cyberman (Pete's World),Ricky Smith
Cybermen,Bill Potts
Cybermen,Clara Oswald
Cybermen,Danny Pink
Cybermen,First Doctor
Cybermen,Frank Armitage
Cybermen,Heather (The Pilot)
Cybermen,Jackie Tyler (Pete's World)
Cybermen,Jake Simmonds
Cybermen,John Lumic
Cybermen,Mickey Smith
Cybermen,Nardole
Cybermen,Pete Tyler (Pete's World)
Cybermen,Ricky Smith
Cybermen,Rose Tyler
Cybermen,Seb (The Caretaker)
Cybermen,Tenth Doctor
Cybermen,The Master
Cybermen,Twelfth Doctor
Cyril Arwell,Amy Pond
Cyril Arwell,Eleventh Doctor
Cyril Arwell,Harvest ranger
Cyril Arwell,Lily Arwell
Cyril Arwell,Madge Arwell
Cyril Arwell,Rory Williams
Dalek,Amy Pond
Dalek,Barbara Wright
Dalek,Ben Jackson
Dalek,Black Dalek Leader
Dalek,Bragen
Dalek,Clara Oswald
Dalek,Cyberman (Pete's World)
Dalek,Danny Pink
Dalek,Davros
Dalek,Edwin Bracewell
Dalek,Eleventh Doctor
Dalek,Fifth Doctor
Dalek,First Doctor
Dalek,Fourth Doctor
Dalek,Frank Armitage
Dalek,Gustave Lytton
Dalek,Ian Chesterton
Dalek,Janley
Dalek,Journey Blue
Dalek,K9 Mark II
Dalek,Movellan
Dalek,Polly Wright
Dalek,Romana II
Dalek,Rusty (Into the Dalek)
Dalek,Sarah Jane Smith
Dalek,Second Doctor
Dalek,Susan Foreman
Dalek,Tegan Jovanka
Dalek,The Master
Dalek,Third Doctor
Dalek,Twelfth Doctor
Dalek,Vislor Turlough
Dalek,Winston Churchill
Dalek Caan,Dalek Sec
Dalek Caan,Davros
Dalek Caan,Donna Noble
Dalek Caan,Francine Jones
Dalek Caan,Gwen Cooper
Dalek Caan,Ianto Jones
Dalek Caan,Jack Harkness
Dalek Caan,Jackie Tyler
Dalek Caan,K9 Mark IV
Dalek Caan,Luke Smith
Dalek Caan,Martha Jones
Dalek Caan,Mickey Smith
Dalek Caan,Mr Smith
Dalek Caan,Rose Tyler
Dalek Caan,Sarah Jane Smith
Dalek Caan,Supreme Dalek (The Stolen Earth)
Dalek Caan,Sylvia Noble
Dalek Caan,Tenth Doctor
Dalek Caan,Tenth Doctor (Journey's End)
Dalek Caan,Wilfred Mott
Dalek Emperor in the Last Great Time War,Bad Wolf (entity)
Dalek Emperor in the Last Great Time War,Jack Harkness
Dalek Emperor in the Last Great Time War,Jackie Tyler
Dalek Emperor in the Last Great Time War,Lynda Moss
Dalek Emperor in the Last Great Time War,Mickey Smith
Dalek Emperor in the Last Great Time War,Ninth Doctor
Dalek Emperor in the Last Great Time War,Rose Tyler
Dalek Emperor in the Last Great Time War,Tenth Doctor
Dalek Fleet,Clara Oswald
Dalek Fleet,Eleventh Doctor
Dalek Fleet,Elizabeth I
Dalek Fleet,Kate Stewart
Dalek Fleet,Petronella Osgood
Dalek Fleet,Tenth Doctor
Dalek Fleet,The Curator
Dalek Fleet,The Moment
Dalek Fleet,War Doctor
Dalek Fleet,Zygon Kate Stewart
Dalek Prime,Jamie McCrimmon
Dalek Prime,Second Doctor
Dalek Prime,Victoria Waterfield
Dalek Sec,Dalek Caan
Dalek Sec,Donna Noble
Dalek Sec,Jackie Tyler
Dalek Sec,Jake Simmonds
Dalek Sec,Martha Jones
Dalek Sec,Mickey Smith
Dalek Sec,Pete Tyler (Pete's World)
Dalek Sec,Rose Tyler
Dalek Sec,Tenth Doctor
Dalek Sec,Yvonne Hartman
Dalek Supreme (Planet of the Daleks),Jo Grant
Dalek Supreme (Planet of the Daleks),Third Doctor
Dalek of human origin,Jack Harkness
Dalek of human origin,Lynda Moss
Dalek of human origin,Ninth Doctor
Dalek of human origin,Rose Tyler
Daleks,Amy Pond
Daleks,Clara Oswald
Daleks,Eleventh Doctor
Daleks,Rory Williams
Daniel Barton,Ada Lovelace
Daniel Barton,Graham O'Brien
Daniel Barton,Hakim Khan
Daniel Barton,Kasaavin
Daniel Barton,Najia Khan
Daniel Barton,Noor Inayat Khan
Daniel Barton,Ryan Sinclair
Daniel Barton,Sonya Khan
Daniel Barton,The Master
Daniel Barton,Thirteenth Doctor
Daniel Barton,Tibo
Daniel Barton,Yasmin Khan
Danny Pink,Alistair Gordon Lethbridge-Stewart
Danny Pink,Boneless
Danny Pink,Clara Oswald
Danny Pink,Courtney Woods
Danny Pink,Cybermen
Danny Pink,Dalek
Danny Pink,Dream crab
Danny Pink,First Doctor
Danny Pink,Frank Armitage
Danny Pink,Gus (Mummy on the Orient Express)
Danny Pink,Journey Blue
Danny Pink,Kate Stewart
Danny Pink,Perkins (Mummy on the Orient Express)
Danny Pink,Rigsy
Danny Pink,Rusty (Into the Dalek)
Danny Pink,Santa
Danny Pink,Seb (The Caretaker)
Danny Pink,Skovox Blitzer
Danny Pink,Spider germ
Danny Pink,The Master
Danny Pink,Twelfth Doctor
Danny Pink,Zygon Osgood
Davros,Ace
Davros,Allison Williams
Davros,Black Dalek Leader
Davros,Clara Oswald
Davros,Dalek
Davros,Dalek Caan
Davros,Donna Noble
Davros,Fifth Doctor
Davros,Fourth Doctor
Davros,Francine Jones
Davros,Gustave Lytton
Davros,Gwen Cooper
Davros,Harriet Jones
Davros,Harry Sullivan
Davros,Ian Gilmore
Davros,Ianto Jones
Davros,Jack Harkness
Davros,Jackie Tyler
Davros,K9 Mark II
Davros,K9 Mark IV
Davros,Kate Stewart
Davros,Luke Smith
Davros,Martha Jones
Davros,Mickey Smith
Davros,Movellan
Davros,Mr Smith
Davros,Ohila
Davros,Peri Brown
Davros,Rachel Jensen
Davros,Romana II
Davros,Rose Tyler
Davros,Sarah Jane Smith
Davros,Seventh Doctor
Davros,Sixth Doctor
Davros,Supreme Dalek (The Stolen Earth)
Davros,Sylvia Noble
Davros,Tegan Jovanka
Davros,Tenth Doctor
Davros,Tenth Doctor (Journey's End)
Davros,The Master
Davros,Time Lord messenger (Genesis of the Daleks)
Davros,Twelfth Doctor
Davros,Vislor Turlough
Davros,Wilfred Mott
De Flores,Ace
De Flores,Cyber-Leader (Silver Nemesis)
De Flores,Peinforte
De Flores,Seventh Doctor
Dent (Colony in Space),Jo Grant
Dent (Colony in Space),The Brigadier
Dent (Colony in Space),The Master
Dent (Colony in Space),Third Doctor
Dermot O'Leary (National Television Awards),Eleventh Doctor
Dodo Chaplet,Ben Jackson
Dodo Chaplet,Billy Clanton
Dodo Chaplet,Catherine de Medici
Dodo Chaplet,Celestial Toymaker
Dodo Chaplet,Edal
Dodo Chaplet,First Doctor
Dodo Chaplet,Gaspard de Saux-Tavannes
Dodo Chaplet,Ike Clanton
Dodo Chaplet,Johnny Ringo
Dodo Chaplet,Monoid
Dodo Chaplet,Pa Clanton
Dodo Chaplet,Phineas Clanton
Dodo Chaplet,Polly Wright
Dodo Chaplet,Seth Harper
Dodo Chaplet,Steven Taylor
Dodo Chaplet,Template:Disputed
Dodo Chaplet,WOTAN
Donna Noble,Agatha Christie
Donna Noble,Alonso Frame
Donna Noble,Arnold Golightly
Donna Noble,Cobb (The Doctor's Daughter)
Donna Noble,Cofelia
Donna Noble,Dalek Caan
Donna Noble,Dalek Sec
Donna Noble,Davros
Donna Noble,Eleventh Doctor
Donna Noble,Empress of the Racnoss (The Runaway Bride)
Donna Noble,Francine Jones
Donna Noble,Gwen Cooper
Donna Noble,Harriet Jones
Donna Noble,High Priestess (The Fires of Pompeii)
Donna Noble,Ianto Jones
Donna Noble,Jack Harkness
Donna Noble,Jackie Tyler
Donna Noble,Jake Simmonds
Donna Noble,Jenny (The Doctor's Daughter)
Donna Noble,K9 Mark IV
Donna Noble,Klineman Halpen
Donna Noble,Luke Smith
Donna Noble,Mace (The Sontaran Stratagem)
Donna Noble,Martha Jones
Donna Noble,Mickey Smith
Donna Noble,Mr Smith
Donna Noble,Ood Sigma
Donna Noble,Pete Tyler (Pete's World)
Donna Noble,Rassilon
Donna Noble,River Song
Donna Noble,Rose Tyler
Donna Noble,Ross Jenkins
Donna Noble,Sarah Jane Smith
Donna Noble,Staal
Donna Noble,Supreme Dalek (The Stolen Earth)
Donna Noble,Sylvia Noble
Donna Noble,Tenth Doctor
Donna Noble,Tenth Doctor (Journey's End)
Donna Noble,The Master
Donna Noble,Vashta Nerada
Donna Noble,Wilfred Mott
Donna Noble,Yvonne Hartman
Dorium Maldovar,Amy Pond
Dorium Maldovar,Captain
Dorium Maldovar,Carter (Let's Kill Hitler)
Dorium Maldovar,Eleventh Doctor
Dorium Maldovar,Elizabeth X
Dorium Maldovar,Kovarian
Dorium Maldovar,Paternoster Gang
Dorium Maldovar,River Song
Dorium Maldovar,Rory Williams
Dorium Maldovar,Silent
Dorium Maldovar,Teselecta
Dorium Maldovar,The Alliance (The Pandorica Opens)
Dorium Maldovar,Vincent van Gogh
Dorium Maldovar,Winston Churchill
Dorothy Skerrit,Graham O'Brien
Dorothy Skerrit,Nikola Tesla
Dorothy Skerrit,Queen of the Skithra
Dorothy Skerrit,Ryan Sinclair
Dorothy Skerrit,Thirteenth Doctor
Dorothy Skerrit,Thomas Edison
Dorothy Skerrit,Yasmin Khan
Drashig,Jo Grant
Drashig,Kalik
Drashig,Third Doctor
Drax,Astra of Atrios
Drax,Black Guardian
Drax,Fourth Doctor
Drax,K9 Mark II
Drax,Marshal of Atrios
Drax,Romana I
Drax,The Shadow
Dream Lord,Amy Pond
Dream Lord,Eleventh Doctor
Dream Lord,Rory Williams
Dream crab,Clara Oswald
Dream crab,Danny Pink
Dream crab,Santa
Dream crab,Twelfth Doctor
Dreg,Graham O'Brien
Dreg,Ryan Sinclair
Dreg,Thirteenth Doctor
Dreg,Yasmin Khan
Duggan,Fourth Doctor
Duggan,Romana II
Duggan,Scaroth
Dukkha,Adric
Dukkha,Fifth Doctor
Dukkha,Hindle
Dukkha,Mara
Dukkha,Nyssa
Dukkha,Tegan Jovanka
Dymond,Fourth Doctor
Dymond,K9 Mark II
Dymond,Mandrel
Dymond,Romana II
Dymond,Tryst
Dæmon,Azal
Dæmon,Jo Grant
Dæmon,John Benton
Dæmon,Mike Yates
Dæmon,Olive Hawthorne
Dæmon,The Brigadier
Dæmon,The Master
Dæmon,Third Doctor
Dæmon,Tom Osgood
Eater of Light,Bill Potts
Eater of Light,Nardole
Eater of Light,Ninth Legion
Eater of Light,The Master
Eater of Light,Twelfth Doctor
Eckersley,Aggedor (The Curse of Peladon)
Eckersley,Alpha Centauri (The Curse of Peladon)
Eckersley,Azaxyr
Eckersley,Ettis
Eckersley,Ice Lord
Eckersley,Ice Warrior
Eckersley,Sarah Jane Smith
Eckersley,Third Doctor
Edal,Dodo Chaplet
Edal,First Doctor
Edal,Steven Taylor
Editor (Tardisode 12),Tenth Doctor
Editor (Tardisode 12),Torchwood Institute
Edward Travers,Alistair Gordon Lethbridge-Stewart
Edward Travers,Great Intelligence
Edward Travers,Jamie McCrimmon
Edward Travers,Padmasambhava
Edward Travers,Second Doctor
Edward Travers,Thonmi
Edward Travers,Victoria Waterfield
Edwards (The Smugglers),Ben Jackson
Edwards (The Smugglers),Cherub (The Smugglers)
Edwards (The Smugglers),First Doctor
Edwards (The Smugglers),Polly Wright
Edwards (The Smugglers),Samuel Pike
Edwin Bracewell,Amy Pond
Edwin Bracewell,Dalek
Edwin Bracewell,Eleventh Doctor
Edwin Bracewell,Winston Churchill
Eelek,Jamie McCrimmon
Eelek,Kroton (species)
Eelek,Second Doctor
Eelek,Zoe Heriot
Eight Legs,Fourth Doctor
Eight Legs,John Benton
Eight Legs,K'anpo Rimpoche
Eight Legs,Lupton
Eight Legs,Mike Yates
Eight Legs,Sarah Jane Smith
Eight Legs,The Brigadier
Eight Legs,The Great One (Planet of the Spiders)
